,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC
,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Date/Time,Bat,Terrestrial PAR,Terrestrial PAR mv,Underwater PAR,Underwater PAR mv,Chlorophyll,Chlorophyll mv,1m Temperature,1m DOSat,1m DO,3m Temperature,3m DOSat,3m DO,5m Temperature,5m DOSat,5m DO,7m Temperature,7m DOSat,7m DO,9m Temperature,9m DOSat,9m DO,11m Temperature,11m DOSat,11m DO,13m Temperature,13m DOSat,13m DO,AirTemp,RH,Rel. BP,WindSp,Max WindSp,WindDir,Wet Bulb Temp,Precip Type,RainInten,TotalRain,IntvRain,SolarRad,Head
m/d/y,V,µmol/s/m²,mV,µmol/s/m²,mV,µg/L,mV,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,hPa,m/s,m/s,Degree,C,,mm/h,mm,mm,W/m²,Degree
6/3/2017 14:45,12.1,2023.287,8.06,594.673,2.513,2.066,20.663,16.82,0.5,0.05,16.8,95,9.26,16.94,100.6,9.78,12.98,0,0,12.16,72.5,7.83,11.42,58.4,6.42,11.24,0,0,14.9,70,998,7.4,9.7,339,11.9,0,0,76.8,0,1000,311
6/3/2017 15:00,11.9,761.984,3.036,160.443,0.678,2.331,23.312,16.79,0.2,0.02,16.8,95.1,9.26,17.04,100.6,9.75,12.98,0,0,12.17,72.8,7.87,11.27,58.4,6.44,11.24,0,0,14.8,63,998.3,5.9,8.1,319,11,0,0,76.8,0,1000,311
6/3/2017 15:15,11.8,614.17,2.447,135.676,0.573,2.405,24.051,16.78,0,0,16.8,95.1,9.27,17.07,100.8,9.76,12.98,0,0,12.27,73.3,7.9,11.36,58.2,6.4,11.24,0,0,14.8,62,998.2,4.6,7,315,10.9,0,0,76.8,0,1000,311
6/3/2017 15:30,11.7,478.942,1.908,104.032,0.44,2.324,23.241,16.78,0,0,16.79,95.2,9.27,17.06,101,9.78,13.01,0,0,12.32,73.7,7.93,11.3,58.1,6.4,11.25,0,0,14.9,63,998.3,5.9,7.6,299,11,0,0,76.8,0,1000,311
6/3/2017 15:45,11.8,819.214,3.264,189.495,0.801,2.335,23.349,16.78,0,0,16.8,95.2,9.28,17.06,101.1,9.8,13.16,0,0,12.32,74,7.97,11.35,57.9,6.38,11.26,0,0,14.6,67,998.4,4.9,6.9,326,11.3,0,0,76.8,0,1000,311
6/3/2017 16:00,12.3,1838.413,7.324,488.075,2.062,2.042,20.419,16.77,0,0,16.8,95.3,9.28,17.06,101.5,9.83,13.6,0,0,12.38,74.8,8.03,11.37,57.9,6.37,11.31,0,0,14.6,67,998.5,6.8,8.4,322,11.2,0,0,76.8,0,1000,311
6/3/2017 16:15,12.1,1726.919,6.88,476.718,2.014,2.328,23.285,16.74,0,0,16.8,95.3,9.29,17,102,9.9,13.85,0,0,12.35,75.7,8.14,11.39,57.9,6.37,11.3,0,0,14.6,66,998.5,6.1,7.9,319,11.2,0,0,76.8,0,1000,311
6/3/2017 16:30,11.7,445.511,1.775,92.94,0.393,2.368,23.676,16.73,0,0,16.8,95.3,9.29,17.03,102,9.89,13.9,0,0,12.54,76,8.14,11.43,58,6.37,11.29,0,0,14.7,68,998.7,6.8,7.8,344,11.5,0,0,76.8,0,1000,311
6/3/2017 16:45,11.7,677.646,2.7,178.157,0.753,2.55,25.498,16.72,0,0,16.79,95.3,9.29,17.12,102.1,9.88,13.6,0,0,12.66,76.8,8.21,11.63,58.2,6.37,11.4,0,0,14.7,66,998.6,6.2,8.1,314,11.2,0,0,76.8,0,1000,311
6/3/2017 17:00,12.2,1261.873,5.027,337.039,1.424,2.166,21.664,16.73,0,0,16.79,95.3,9.29,17.11,102.2,9.89,13.72,0,0,12.61,77.9,8.33,11.6,58.6,6.42,11.38,0,0,15,68,998.5,5.4,7.7,334,11.7,0,0,76.8,0,1000,311
6/3/2017 17:15,12.2,1014.028,4.04,250.809,1.06,2.191,21.911,16.73,0,0,16.79,95.3,9.29,16.95,102.4,9.95,13.51,0,0,12.67,79.3,8.47,11.59,58.9,6.44,11.31,0,0,14.9,66,998.7,5.7,9.5,322,11.4,0,0,76.8,0,1000,311
